WKT,OBJECTID,NAME,RT,DIR,FORWARD,mile_numbe,LOCATION,TOWNSHIP,COUNTY,MDOT_TSC,REGION,GARAGE,DATE_,POST_ID,MARKER_ID,DUPE,PR,MP
"MULTIPOINT (-84.210836099769267 44.225018097395257)",4647,South I-75 - Mile 210,I-75,S,Reverse,     210.000000000000000,,HORTON TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2181,2640,0,1005903,       5.103000000000000
"MULTIPOINT (-85.388026805399605 44.225267229796046)",4648,North US-131 - Mile 178,US-131,N,Forward,     178.000000000000000,,CLAM LAKE TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1413,1872,0,3830527,       5.075000000000000
"MULTIPOINT (-85.388367590623446 44.225329374436278)",4649,South US-131 - Mile 178,US-131,S,Reverse,     178.000000000000000,,CLAM LAKE TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1412,1871,0,3830528,       5.094000000000000
"MULTIPOINT (-84.20978162969331 44.225489912129312)",4650,North I-75 - Mile 210,I-75,N,Forward,     210.000000000000000,,HORTON TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2192,2651,0,1005802,       5.145000000000000
"MULTIPOINT (-84.800652864245563 44.231308224473629)",4651,South US-127 - Mile 187,US-127,S,Reverse,     187.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1870,2329,0,1052205,       4.885000000000000
"MULTIPOINT (-84.799675785318883 44.231776874665144)",4652,North US-127 - Mile 187,US-127,N,Forward,     187.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1812,2271,0,1052101,       4.920000000000000
"MULTIPOINT (-85.373452071744126 44.23548096730007)",4653,North US-131 - Mile 179,US-131,N,Forward,     179.000000000000000,,CLAM LAKE TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1414,1873,0,3830527,       6.085000000000000
"MULTIPOINT (-85.373809908934149 44.235523875911767)",4654,South US-131 - Mile 179,US-131,S,Reverse,     179.000000000000000,,CLAM LAKE TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1411,1870,0,3830528,       6.103000000000000
"MULTIPOINT (-84.217197774063749 44.238522509549099)",4655,South I-75 - Mile 211,I-75,S,Reverse,     211.000000000000000,,HORTON TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2180,2639,0,1005903,       6.092000000000000
"MULTIPOINT (-84.216220477184194 44.239144071065027)",4656,North I-75 - Mile 211,I-75,N,Forward,     211.000000000000000,,HORTON TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2193,2652,0,1005802,       6.146000000000000
"MULTIPOINT (-84.803909591673388 44.245987961964396)",4657,South US-127 - Mile 188,US-127,S,Reverse,     188.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1869,2328,0,1052205,       5.923000000000000
"MULTIPOINT (-84.802746320751936 44.246127807463083)",4658,North US-127 - Mile 188,US-127,N,Forward,     188.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1813,2272,0,1052101,       5.934000000000000
"MULTIPOINT (-84.232624330357766 44.247261448130544)",4659,South I-75 - Mile 212,I-75,S,Reverse,     212.000000000000000,,HORTON TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2179,2638,0,1005903,       7.084000000000000
"MULTIPOINT (-84.231843929206008 44.247942068750163)",4660,North I-75 - Mile 212,I-75,N,Forward,     212.000000000000000,,HORTON TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2194,2653,0,1005802,       7.148000000000000
"MULTIPOINT (-85.368519724097382 44.248488291925405)",4661,South US-131 - Mile 180,US-131,S,Reverse,     180.000000000000000,,CLAM LAKE TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1410,1869,0,3830528,       7.082000000000000
"MULTIPOINT (-85.368268425285677 44.248756676114184)",4662,North US-131 - Mile 180,US-131,N,Forward,     180.000000000000000,,CLAM LAKE TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1415,1874,0,3830527,       7.084000000000000
"MULTIPOINT (-84.24836337403751 44.255823502570742)",4663,South I-75 - Mile 213,I-75,S,Reverse,     213.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2178,2637,0,1005903,       8.074000000000000
"MULTIPOINT (-84.247824517094287 44.256629727010015)",4664,North I-75 - Mile 213,I-75,N,Forward,     213.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2195,2654,0,1005802,       8.153000000000000
"MULTIPOINT (-85.38154394876743 44.258826848267041)",4665,South US-131 - Mile 181,US-131,S,Reverse,     181.000000000000000,,CADILLAC,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1409,1868,0,3830528,       8.074999999999999
"MULTIPOINT (-85.381491482037646 44.25910843250076)",4666,North US-131 - Mile 181,US-131,N,Forward,     181.000000000000000,,CADILLAC,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1416,1875,0,3830527,       8.082000000000001
"MULTIPOINT (-84.803146590533146 44.260354316263268)",4667,North US-127 - Mile 189,US-127,N,Forward,     189.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1814,2273,0,1052101,       6.916000000000000
"MULTIPOINT (-84.804308197498841 44.260502435405051)",4668,South US-127 - Mile 189,US-127,S,Reverse,     189.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1868,2327,0,1052205,       6.925000000000000
"MULTIPOINT (-84.266444014336372 44.26254709943062)",4669,South I-75 - Mile 214,I-75,S,Reverse,     214.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2177,2636,0,1005903,       9.090000000000000
"MULTIPOINT (-84.26532230774994 44.263450260843776)",4670,North I-75 - Mile 214,I-75,N,Forward,     214.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2196,2655,0,1005802,       9.145000000000000
"MULTIPOINT (-85.388600785489587 44.271961141159757)",4671,South US-131 - Mile 182,US-131,S,Reverse,     182.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1408,1867,0,3830528,       9.079000000000001
"MULTIPOINT (-85.388303523676626 44.272122020135001)",4672,North US-131 - Mile 182,US-131,N,Forward,     182.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1417,1876,0,3830527,       9.074000000000000
"MULTIPOINT (-84.279546762414967 44.273320826461735)",4673,South I-75 - Mile 215,I-75,S,Reverse,     215.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2176,2635,0,1005903,      10.079000000000001
"MULTIPOINT (-84.279059991922111 44.274211718209031)",4674,North I-75 - Mile 215,I-75,N,Forward,     215.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2197,2656,0,1005802,      10.154999999999999
"MULTIPOINT (-84.799855309573218 44.274676486864571)",4675,North US-127 - Mile 190,US-127,N,Forward,     190.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1815,2274,0,1052101,       7.920000000000000
"MULTIPOINT (-84.800976572076252 44.275023571343553)",4676,South US-127 - Mile 190,US-127,S,Reverse,     190.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1867,2326,0,1052205,       7.943000000000000
"MULTIPOINT (-84.293007574646523 44.283809562729175)",4677,South I-75 - Mile 216,I-75,S,Reverse,     216.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2175,2634,0,1005903,      11.068000000000000
"MULTIPOINT (-84.292616426668133 44.284618865080361)",4678,North I-75 - Mile 216,I-75,N,Forward,     216.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2198,2657,0,1005802,      11.144000000000000
"MULTIPOINT (-84.311778146467958 44.285501073970941)",4679,South I-75 - Mile 217,I-75,S,Reverse,     217.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2174,2633,0,1005903,      12.032000000000000
"MULTIPOINT (-84.332217224130872 44.285946425688451)",4680,South I-75 - Mile 218,I-75,S,Reverse,     218.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2173,2632,0,1005903,      13.051000000000000
"MULTIPOINT (-85.388888422212645 44.286193900621292)",4681,North/South US-131 - Mile 183,US-131,S,Reverse,     183.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1407,234,2,3830528,      10.061000000000000
"MULTIPOINT (-85.388559584621234 44.286191812802542)",4682,North/South US-131 - Mile 183,US-131,N,Forward,     183.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1407,1866,1,3830527,      10.044000000000000
"MULTIPOINT (-84.312065607301861 44.286315626378943)",4683,North I-75 - Mile 217,I-75,N,Forward,     217.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2199,2658,0,1005802,      12.141999999999999
"MULTIPOINT (-84.332095534136172 44.286808465300098)",4684,North I-75 - Mile 218,I-75,N,Forward,     218.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2200,2659,0,1005802,      13.141000000000000
"MULTIPOINT (-84.800958797222123 44.289051689274991)",4685,South US-127 - Mile 191,US-127,S,Reverse,     191.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1866,2325,0,1052205,       8.914000000000000
"MULTIPOINT (-84.799805215027789 44.289149652031426)",4686,North US-127 - Mile 191,US-127,N,Forward,     191.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1816,2275,0,1052101,       8.922000000000001
"MULTIPOINT (-84.351297143484487 44.291391092540081)",4687,South I-75 - Mile 219,I-75,S,Reverse,     219.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2172,2631,0,1005903,      14.074000000000000
"MULTIPOINT (-84.350810334460746 44.292162137167402)",4688,North I-75 - Mile 219,I-75,N,Forward,     219.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2201,2660,0,1005802,      14.145000000000000
"MULTIPOINT (-85.392437763641098 44.30054354386116)",4689,South US-131 - Mile 184,US-131,S,Reverse,     184.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1406,1865,0,3830528,      11.077000000000000
"MULTIPOINT (-84.367064751708 44.300635357157304)",4690,South I-75 - Mile 220,I-75,S,Reverse,     220.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2171,2630,0,1005903,      15.085000000000001
"MULTIPOINT (-85.392058598726635 44.300664571251801)",4691,North US-131 - Mile 184,US-131,N,Forward,     184.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1418,1877,0,3830527,      11.069000000000001
"MULTIPOINT (-84.366407874292989 44.301304444409496)",4692,North I-75 - Mile 220,I-75,N,Forward,     220.000000000000000,,OGEMAW TWP,OGEMAW,GAYLORD,NORTH,CRC OGEMAW,08/03/11,2202,2661,0,1005802,      15.145000000000000
"MULTIPOINT (-84.803366612088212 44.303077293626927)",4693,South US-127 - Mile 192,US-127,S,Reverse,     192.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1865,2324,0,1052205,       9.895000000000000
"MULTIPOINT (-84.802289060372786 44.303345815799403)",4694,North US-127 - Mile 192,US-127,N,Forward,     192.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1817,2276,0,1052101,       9.914999999999999
"MULTIPOINT (-84.383099273409954 44.308690845430981)",4695,South I-75 - Mile 221,I-75,S,Reverse,     221.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2170,2629,0,1052505,       0.832000000000000
"MULTIPOINT (-84.382916661777656 44.309520915222343)",4696,North I-75 - Mile 221,I-75,N,Forward,     221.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2203,2662,0,1052304,       0.813000000000000
"MULTIPOINT (-84.402289400737899 44.311075754049298)",4697,South I-75 - Mile 222,I-75,S,Reverse,     222.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2169,2628,0,1052505,       1.805000000000000
"MULTIPOINT (-84.422730272404777 44.31149655554708)",4698,South I-75 - Mile 223,I-75,S,Reverse,     223.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2168,2627,0,1052505,       2.820000000000000
"MULTIPOINT (-84.402439938473805 44.311898700522761)",4699,North I-75 - Mile 222,I-75,N,Forward,     222.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2204,2663,0,1052304,       1.802000000000000
"MULTIPOINT (-84.422916420099739 44.312325949276449)",4700,North I-75 - Mile 223,I-75,N,Forward,     223.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2205,2664,0,1052304,       2.819000000000000
"MULTIPOINT (-84.481843242093831 44.313553213371833)",4701,South I-75 - Mile 226,I-75,S,Reverse,     226.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2165,2624,0,1052505,       5.807000000000000
"MULTIPOINT (-84.501934614903647 44.313569656660611)",4702,South I-75 - Mile 227,I-75,S,Reverse,     227.000000000000000,,BACKUS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2164,2623,0,1052505,       6.803000000000000
"MULTIPOINT (-84.482021449578369 44.313930731819305)",4703,North I-75 - Mile 226,I-75,N,Forward,     226.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2208,2667,0,1052304,       5.809000000000000
"MULTIPOINT (-84.502099948062508 44.314028787086436)",4704,North I-75 - Mile 227,I-75,N,Forward,     227.000000000000000,,BACKUS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2209,2668,0,1052304,       6.805000000000000
"MULTIPOINT (-85.39485104827466 44.314684631510595)",4705,South US-131 - Mile 185,US-131,S,Reverse,     185.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1405,1864,0,3830528,      12.070000000000000
"MULTIPOINT (-85.394686368481601 44.314955700464694)",4706,North US-131 - Mile 185,US-131,N,Forward,     185.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1419,1878,0,3830527,      12.074999999999999
"MULTIPOINT (-84.442306761719564 44.315253878850427)",4707,South I-75 - Mile 224,I-75,S,Reverse,     224.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2167,2626,0,1052505,       3.827000000000000
"MULTIPOINT (-84.46183227919326 44.315488879856858)",4708,South I-75 - Mile 225,I-75,S,Reverse,     225.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2166,2625,0,1052505,       4.804000000000000
"MULTIPOINT (-84.442274981383179 44.316112450138888)",4709,North I-75 - Mile 224,I-75,N,Forward,     224.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2206,2665,0,1052304,       3.815000000000000
"MULTIPOINT (-84.462226732833727 44.316274792372411)",4710,North I-75 - Mile 225,I-75,N,Forward,     225.000000000000000,,RICHFIELD TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2207,2666,0,1052304,       4.813000000000000
"MULTIPOINT (-84.8068615242466 44.317307515779277)",4711,South US-127 - Mile 193,US-127,S,Reverse,     193.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1864,2323,0,1052205,      10.897000000000000
"MULTIPOINT (-84.806098900939872 44.317515613594267)",4712,North US-127 - Mile 193,US-127,N,Forward,     193.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1818,2277,0,1052101,      10.914000000000000
"MULTIPOINT (-84.521352797261386 44.318370117249628)",4713,South I-75 - Mile 228,I-75,S,Reverse,     228.000000000000000,,BACKUS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2163,2622,0,1052505,       7.831000000000000
"MULTIPOINT (-84.520936232040981 44.319044319834227)",4714,North I-75 - Mile 228,I-75,N,Forward,     228.000000000000000,,BACKUS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2210,2669,0,1052304,       7.810000000000000
"MULTIPOINT (-85.403536443854691 44.327459030271896)",4715,South US-131 - Mile 186,US-131,S,Reverse,     186.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1404,1863,0,3830528,      13.051000000000000
"MULTIPOINT (-85.403131522588467 44.327702178796216)",4716,North US-131 - Mile 186,US-131,N,Forward,     186.000000000000000,,HARING TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1420,1879,0,3830527,      13.048999999999999
"MULTIPOINT (-84.535964082409265 44.328301667241021)",4717,South I-75 - Mile 229,I-75,S,Reverse,     229.000000000000000,,BACKUS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2162,2621,0,1052505,       8.832000000000001
"MULTIPOINT (-84.535341879859971 44.329051151479646)",4718,North I-75 - Mile 229,I-75,N,Forward,     229.000000000000000,,BACKUS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2211,2670,0,1052304,       8.807000000000000
"MULTIPOINT (-84.807119184198157 44.331591633197675)",4719,North US-127 - Mile 194,US-127,N,Forward,     194.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1819,2278,0,1052101,      11.888000000000000
"MULTIPOINT (-84.807479202830578 44.331864339166117)",4720,South US-127 - Mile 194,US-127,S,Reverse,     194.000000000000000,,ROSCOMMON TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1863,2322,0,1052205,      11.901999999999999
"MULTIPOINT (-84.550622738522222 44.338165644255874)",4721,South I-75 - Mile 230,I-75,S,Reverse,     230.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2161,2620,0,1052505,       9.829000000000001
"MULTIPOINT (-84.550097165402477 44.338924443263181)",4722,North I-75 - Mile 230,I-75,N,Forward,     230.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2212,2671,0,1052304,       9.808000000000000
"MULTIPOINT (-85.405600411995522 44.341778311402386)",4723,South US-131 - Mile 187,US-131,S,Reverse,     187.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1403,1862,0,3830528,      14.069000000000001
"MULTIPOINT (-85.405034521252077 44.341943824502493)",4724,North US-131 - Mile 187,US-131,N,Forward,     187.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1421,1880,0,3830527,      14.061000000000000
"MULTIPOINT (-84.807763730107538 44.346295034398594)",4725,South US-127 - Mile 195,US-127,S,Reverse,     195.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1862,2321,0,1052205,      12.898000000000000
"MULTIPOINT (-84.80739995507389 44.346511606353928)",4726,North US-127 - Mile 195,US-127,N,Forward,     195.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1820,2279,0,1052101,      12.917999999999999
"MULTIPOINT (-84.564493553347219 44.348918226748403)",4727,South I-75 - Mile 231,I-75,S,Reverse,     231.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2160,2619,0,1052505,      10.842000000000001
"MULTIPOINT (-84.563802865440195 44.349608255166935)",4728,North I-75 - Mile 231,I-75,N,Forward,     231.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2213,2672,0,1052304,      10.811999999999999
"MULTIPOINT (-85.40367717084473 44.356203411613812)",4729,South US-131 - Mile 188,US-131,S,Reverse,     188.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1402,1861,0,3830528,      15.069000000000001
"MULTIPOINT (-85.403117847068529 44.356324005247529)",4730,North US-131 - Mile 188,US-131,N,Forward,     188.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1422,1881,0,3830527,      15.058000000000000
"MULTIPOINT (-84.576563318111823 44.360718488287411)",4731,South I-75 - Mile 232,I-75,S,Reverse,     232.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2159,2618,0,1052505,      11.853000000000000
"MULTIPOINT (-84.808028213497593 44.360826175353395)",4732,South US-127 - Mile 196,US-127,S,Reverse,     196.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1861,2320,0,1052205,      13.901000000000000
"MULTIPOINT (-84.807647191004421 44.360980184607023)",4733,North US-127 - Mile 196,US-127,N,Forward,     196.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1821,2280,0,1052101,      13.917000000000000
"MULTIPOINT (-84.575626519241027 44.361236725909095)",4734,North I-75 - Mile 232,I-75,N,Forward,     232.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2214,2673,0,1052304,      11.805999999999999
"MULTIPOINT (-85.399678031218144 44.370545787252105)",4735,North US-131 - Mile 189,US-131,N,Forward,     189.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1423,1882,0,3830527,      16.062999999999999
"MULTIPOINT (-85.400240528573576 44.370612690825226)",4736,South US-131 - Mile 189,US-131,S,Reverse,     189.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1401,1860,0,3830528,      16.085999999999999
"MULTIPOINT (-84.587018635291471 44.37305804786741)",4737,South I-75 - Mile 233,I-75,S,Reverse,     233.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2158,2617,0,1052505,      12.850000000000000
"MULTIPOINT (-84.586102638976101 44.373723618853724)",4738,North I-75 - Mile 233,I-75,N,Forward,     233.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2215,2674,0,1052304,      12.811999999999999
"MULTIPOINT (-84.808273532833311 44.375441007419575)",4739,South US-127 - Mile 197,US-127,S,Reverse,     197.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1860,2319,0,1052205,      14.910000000000000
"MULTIPOINT (-84.807898667217032 44.375524901406088)",4740,North US-127 - Mile 197,US-127,N,Forward,     197.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1822,2281,0,1052101,      14.920999999999999
"MULTIPOINT (-85.386364959780607 44.38147388430059)",4741,North US-131 - Mile 190,US-131,N,Forward,     190.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1424,1883,0,3830527,      17.065000000000001
"MULTIPOINT (-85.386875109065599 44.381615811929095)",4742,South US-131 - Mile 190,US-131,S,Reverse,     190.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1400,1859,0,3830528,      17.094999999999999
"MULTIPOINT (-84.597684125104308 44.385454687688913)",4743,South I-75 - Mile 234,I-75,S,Reverse,     234.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2157,2616,0,1052505,      13.861000000000001
"MULTIPOINT (-84.596228322403121 44.385925182848879)",4744,North I-75 - Mile 234,I-75,N,Forward,     234.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2216,2675,0,1052304,      13.795999999999999
"MULTIPOINT (-84.80496603580761 44.389678014146007)",4745,North US-127 - Mile 198,US-127,N,Forward,     198.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1823,2282,0,1052101,      15.916000000000000
"MULTIPOINT (-84.806085024230313 44.389806001981576)",4746,South US-127 - Mile 198,US-127,S,Reverse,     198.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1859,2318,0,1052205,      15.914000000000000
"MULTIPOINT (-85.382408260451086 44.395300415192182)",4747,South US-131 - Mile 191,US-131,S,Reverse,     191.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1399,1858,0,3830528,      18.081000000000000
"MULTIPOINT (-85.381874964982444 44.395327988555422)",4748,North US-131 - Mile 191,US-131,N,Forward,     191.000000000000000,,CEDAR CREEK TWP,WEXFORD,CADILLAC,NORTH,CRC WEXFORD,05/23/11,1425,1884,0,3830527,      18.062999999999999
"MULTIPOINT (-84.60076556734424 44.399755309690448)",4749,South I-75 - Mile 235,I-75,S,Reverse,     235.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2156,2615,0,1052505,      14.861000000000001
"MULTIPOINT (-84.599463790958012 44.400292590531777)",4750,North I-75 - Mile 235,I-75,N,Forward,     235.000000000000000,,HIGGINS TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,08/03/11,2217,2676,0,1052304,      14.802000000000000
"MULTIPOINT (-84.798040032065003 44.403224888409191)",4751,North US-127 - Mile 199,US-127,N,Forward,     199.000000000000000,,LAKE TWP,ROSCOMMON,GAYLORD,NORTH,CRC ROSCOMMON,07/26/11,1824,2283,0,1052101,      16.911999999999999
